query_candidate_id	label	neg_score	pos_score
q-3-8ohrqj5z	0	0.99999845	1.527333e-06
q-3-kknff70u	0	0.9999988	1.1622388e-06
q-3-sflu2was	0	0.9999988	1.1679523e-06
q-3-2g8rfzf4	0	0.99867344	0.0013265286
q-3-uvavdk6n	0	0.97991186	0.020088132
q-3-gmi1ewc2	1	0.0041953395	0.9958047
q-3-lasv4e6a	0	0.9999988	1.1528159e-06
q-3-ry9wpcxo	0	0.99191755	0.008082417
q-3-a8ig607t	0	0.99987996	0.00011998397
q-3-s4ef9qob	0	0.999997	2.992434e-06
q-3-ueb7mjnv	0	0.999984	1.6014565e-05
q-3-u5qt9es8	0	0.99999595	4.0290565e-06
q-3-x4qdiln9	0	0.99999845	1.6042991e-06
q-3-v4mbry22	0	0.9999924	7.5929092e-06
q-3-50zrnau8	1	0.03570891	0.96429104
q-3-qpaig5tm	0	0.9998845	0.00011552496
q-3-giabjjnz	0	0.9999975	2.4691162e-06
q-3-bim76jna	0	0.9999902	9.766982e-06
q-3-j181i5pr	0	0.9981086	0.0018913561
q-3-t159ctrv	0	0.9999906	9.395739e-06
q-3-1qy6y7f0	0	0.99999857	1.4281144e-06
q-3-jjkf5gg3	0	0.99726176	0.002738176
q-3-jsz2lg6l	1	0.014896514	0.9851034
q-3-sz26gchn	0	0.9999964	3.5788505e-06
q-3-9sj9bgq2	0	0.99990654	9.342222e-05
q-3-0hnh4n9e	0	0.99989104	0.00010897503
q-3-z9dolxky	0	0.9996215	0.00037851793
q-3-cbc98t7x	0	0.9999982	1.7996362e-06
q-3-cv36vc8i	0	0.99954575	0.00045425963
q-3-xuczplaf	0	0.99997246	2.747866e-05
q-3-66ulqu11	1	0.018160442	0.98183954
q-3-m1o3g2bz	0	0.99826366	0.0017363987
q-3-eecyduzq	0	0.9999975	2.4799858e-06
q-3-32gw2ug3	0	0.999998	1.9673919e-06
q-3-ti9b1etu	0	0.9999931	6.864679e-06
q-3-h2h4bnd5	0	0.9999975	2.4718986e-06
q-3-uqgrjjwp	0	0.9999889	1.1141333e-05
q-3-gb9rkv9c	0	0.999491	0.00050894683
q-3-eflwztji	1	0.0062647318	0.99373525
q-3-q7ux2r53	0	0.9999974	2.569245e-06
q-3-6ml0puh8	0	0.99996626	3.3739445e-05
q-3-2w3bx6p8	0	0.9999769	2.3120483e-05
q-3-75u57fw1	0	0.9999988	1.1950224e-06
q-3-zz4cczuj	0	0.9996952	0.00030488585
q-3-i46n70gb_1118820	1	0.06262351	0.93737644
q-3-x4qdiln9_1103043	1	1.145636e-05	0.99998856
q-3-x4qdiln9_1103041	1	1.0565261e-05	0.9999894
q-3-rvxkt60m_590523	0	0.99885106	0.0011488763
q-3-32v44sw9_1154076	0	0.9999988	1.1733222e-06
q-3-i47fgp6q_913901	0	0.99937916	0.0006207585
q-3-5czqwdwl_576335	1	2.4960398e-05	0.9999751
q-3-rxv5lgq8_1122749	1	0.0012697398	0.99873024
q-3-f3ds1rq6_1134682	1	0.0006109163	0.99938905
q-3-lbcxl6w9_1159175	1	1.2344576e-05	0.9999876
q-3-nzat41wu_1124756	0	0.9994684	0.00053163583
q-3-er3zmcz2_1102226	0	0.99994934	5.0665196e-05
q-3-vc2eheb6_1130026	0	0.99999857	1.4041619e-06
q-3-n5xyqqp5_125554	1	0.013744699	0.9862553
q-3-ax87r0bj_555166	0	0.99993324	6.675465e-05
q-3-sm8kgh68_891328	1	2.5521347e-05	0.9999745
q-3-w2uqaz8p_1130118	0	0.9943388	0.005661148
q-3-icxkkaab_216834	0	0.99999833	1.6155838e-06
q-3-f4hj35dr_1112013	0	0.9999987	1.3084972e-06
q-3-f4hj35dr_1112019	0	0.999998	2.0477942e-06
q-3-i47fgp6q_913909	0	0.9996761	0.00032390706
q-3-f4hj35dr_1112015	0	0.999998	2.0689515e-06
q-3-f4hj35dr_1111996	0	0.9999988	1.223063e-06
q-3-x4qdiln9_1103045	1	0.0033876367	0.99661237
q-3-sflu2was_1124616	0	0.9982804	0.0017196677
q-3-f4hj35dr_1112011	0	0.9999987	1.3086208e-06
q-3-f4hj35dr_1112017	0	0.999998	1.9974518e-06
q-3-qsvalzmv_552944	0	0.9999906	9.441638e-06
q-3-e4pr78n0_1127414	0	0.9999987	1.3435741e-06
q-3-f4hj35dr_1112008	0	0.9998417	0.00015826694
q-3-bcde0u7u_1126426	0	0.9999964	3.5870032e-06
q-3-x4qdiln9_1103029	1	1.1899473e-05	0.9999881
q-3-6f6t558e_1103380	1	2.0725987e-05	0.99997926
q-3-sflu2was_1124617	0	0.98701245	0.012987601
q-3-4znm2erq_167397	0	0.99999857	1.387848e-06
q-3-3p2dl8yf_1103278	1	1.2752911e-05	0.99998724
q-3-lfndq85x_1088192	0	0.9999988	1.182597e-06
q-3-i47fgp6q_913924	1	0.0040886365	0.99591136
q-3-i46n70gb_1118822	1	1.03248e-05	0.9999896
q-3-39vjafky_533964	0	0.9999988	1.1598627e-06
q-3-f3ds1rq6_1134693	0	0.9999987	1.350305e-06
q-3-e5frjae8_62439	0	0.99999845	1.5229463e-06
q-3-cm91jxde_1134766	1	9.650691e-06	0.99999034
q-3-nzat41wu_1124750	0	0.9999449	5.50576e-05
q-3-5czqwdwl_576347	0	0.9999957	4.259945e-06
q-3-g0pes5o3_488224	0	0.999967	3.3007564e-05
q-3-f3l8iraa_122756	1	1.0136339e-05	0.99998987
q-3-3p2dl8yf_1103303	0	0.9998909	0.0001090791
q-3-i47fgp6q_913917	0	0.99990475	9.523084e-05
q-3-8ohrqj5z_33233	1	0.007760147	0.99223983
q-4-s00gvgwx	0	0.9999988	1.1782291e-06
q-4-4d4l6mzl	0	0.9979755	0.0020244592
q-4-lad31adx	0	0.9999963	3.7430448e-06
q-4-jizitnfl	0	0.99999774	2.2177137e-06
q-4-sozs02x0	0	0.9999988	1.1415985e-06
q-4-k9xhphpl	0	0.99516135	0.004838622
q-4-e3wx096u	0	0.9999989	1.1250828e-06
q-4-ao80xk11	0	0.99999845	1.5206691e-06
q-4-nop03qyd	0	0.9999987	1.3154752e-06
q-4-xlbkxjcv	0	0.99657935	0.003420688
q-4-xgraws2v	0	0.9999987	1.3436793e-06
q-4-x3b6j5d0	0	0.99999607	3.892558e-06
q-4-yk9xcfou	0	0.99999857	1.3998125e-06
q-4-8j04y50s	0	0.9999875	1.2481015e-05
q-4-k0kha22e	0	0.9999988	1.1717142e-06
q-4-exhg840i	0	0.9999987	1.3154752e-06
q-4-idj2q3r8	0	0.9999987	1.3154752e-06
q-4-4dqz8req	0	0.9999913	8.677421e-06
q-4-aywdmj6o	0	0.9999988	1.1490511e-06
q-4-sfnwd33a	0	0.99999857	1.446141e-06
q-4-kwncu3ji	0	0.9999988	1.1448444e-06
q-4-jzosdlu7	0	0.99999547	4.518162e-06
q-4-ec8gjg5v	0	0.9999987	1.3154752e-06
q-4-kqithgfo	0	0.9999989	1.1271544e-06
q-4-boqygpow	0	0.9999988	1.2050431e-06
q-4-idh7io9v	0	0.99999404	6.0111997e-06
q-4-cisrvghj	0	0.99999833	1.6479495e-06
q-4-4gpq5syb	0	0.99999785	2.1857063e-06
q-4-3nd6ptrg	0	0.99999857	1.4165427e-06
q-4-rzda8x62	0	0.9999988	1.239359e-06
q-4-cxmw7bfu	0	0.999997	2.9664948e-06
q-4-1qj9ri18	0	0.9999919	8.093853e-06
q-4-kgkcgpmq	0	0.99999845	1.525061e-06
q-4-rike3ukb	0	0.99999154	8.410816e-06
q-4-d52yx420	0	0.9999987	1.3154752e-06
q-4-9yqb30la	0	0.9999988	1.1418284e-06
q-4-hqm3p9za	0	0.99999213	7.897889e-06
q-4-80dfqjql	1	0.018648766	0.98135126
q-4-5xki1ulf	0	0.9999988	1.1676627e-06
q-4-zio8yhuy	0	0.9999933	6.6931125e-06
q-4-x3n6uj21	0	0.99999774	2.241712e-06
q-4-9ntgqyhw	0	0.9999988	1.1589539e-06
q-4-l6rqsqs2	0	0.9999987	1.3154752e-06
q-4-o9wr2toq	0	0.999998	2.0338625e-06
q-4-ifxbrx4p	0	0.9999987	1.3154752e-06
q-4-bnlkukto	0	0.99999857	1.3937768e-06
q-4-reu77suz	0	0.9999989	1.1300185e-06
q-4-qbemfymp	0	0.9999974	2.6610978e-06
q-4-th1da1bb	0	0.99999344	6.564514e-06
q-4-u0t2ezk8	0	0.9999987	1.3154752e-06
q-4-2ykwvhqw_384983	1	1.3454214e-05	0.9999865
q-4-s00gvgwx_264245	0	0.9999976	2.372896e-06
q-4-sozs02x0_1111849	0	0.99999547	4.556496e-06
q-4-971d0sir_1159053	1	0.23584132	0.7641587
q-4-x2ky94b0_1127443	0	0.99990404	9.597768e-05
q-4-idh7io9v_999448	0	0.9999988	1.1956039e-06
q-4-x3b6j5d0_662330	1	3.7392958e-05	0.99996257
q-4-8lwnmdeq_144382	0	0.9999987	1.2990649e-06
q-4-os6f458c_192068	0	0.99998426	1.572688e-05
q-4-sozs02x0_1111843	0	0.9999987	1.3610695e-06
q-4-ei9w19i7_1150099	0	0.9988918	0.0011082581
q-4-1nu4p8oz_290257	0	0.9999933	6.639424e-06
q-4-s4gfbsqy_1069297	1	0.0019667402	0.9980332
q-4-eymqlbix_581551	0	0.99999845	1.5529246e-06
q-4-4hwceo7j_128326	0	0.9999988	1.189204e-06
q-4-idh7io9v_999438	0	0.99925107	0.0007488574
q-4-pp6hb4q5_1155361	0	0.9995043	0.000495619
q-4-nop03qyd_395309	1	0.015002089	0.9849979
q-4-nop03qyd_395316	1	0.01499317	0.98500687
q-4-kwncu3ji_1121917	0	0.999998	2.0226207e-06
q-4-hp4zd8lr_359421	0	0.99999774	2.207446e-06
q-4-dcui85lw_90417	0	0.99999726	2.702723e-06
q-4-zvngy7zz_1102992	1	0.0073376526	0.9926623
q-4-4xx548gs_539175	0	0.9999906	9.431676e-06
q-4-xs7vkm19_1125252	0	0.9999608	3.92498e-05
q-4-8lwnmdeq_144378	0	0.999997	2.980003e-06
q-4-5yrspi6i_344495	0	0.9999987	1.3586134e-06
q-4-oz3cjtql_560860	0	0.9999862	1.3791852e-05
q-4-8gncbgot_1147462	0	0.99999857	1.4119086e-06
q-4-nop03qyd_395324	1	0.00078614074	0.9992138
q-4-bc9retcq_1114047	1	0.0023326965	0.9976673
q-4-2gs1scbv_1134818	0	0.9999976	2.3851203e-06
q-4-bxr2pkm9_589132	1	0.0005653768	0.99943465
q-4-ycy3ge18_893009	0	0.999915	8.4947904e-05
q-4-03bwk538_623736	0	0.9999927	7.234422e-06
q-4-xlbkxjcv_340518	0	0.99999857	1.388118e-06
q-4-e5frjae8_62406	0	0.99781215	0.002187786
q-4-sozs02x0_1111829	0	0.9999987	1.267979e-06
q-4-vwu27sw2_1128583	1	0.013524042	0.986476
q-4-scs7hkhr_102260	1	1.3626562e-05	0.9999864
q-4-sozs02x0_1111838	0	0.99999857	1.4765169e-06
q-4-k9xhphpl_1155050	1	0.00028438427	0.9997156
q-4-kwncu3ji_1121778	0	0.9999988	1.2239614e-06
q-4-u19e9j2w_287309	0	0.9998259	0.00017409239
q-4-kwncu3ji_1121787	0	0.9999988	1.2239614e-06
q-4-x3b6j5d0_662334	1	0.0015295175	0.9984705
q-4-bbmcenpy_1130081	0	0.9999987	1.2904893e-06
q-4-zrbn637z_690257	0	0.99812454	0.0018754775
q-4-kwncu3ji_1121766	0	0.99999857	1.4867541e-06
q-4-uj69j3ch_529233	0	0.9958402	0.004159889
q-5-pkxf85n6	0	0.9999988	1.1741976e-06
q-5-1fyag5x3	0	0.9999989	1.1199934e-06
q-5-r5a46n9a	0	0.9999988	1.137865e-06
q-5-ouca1bol	0	0.9999989	1.1231028e-06
q-5-rc3ymu9d	0	0.9999987	1.3449663e-06
q-5-9ojdhxwk	0	0.9999987	1.2685607e-06
q-5-5xki1ulf	0	0.9999989	1.121663e-06
q-5-33pxylb3	0	0.9999987	1.3155832e-06
q-5-t05ummop	0	0.9999989	1.1294184e-06
q-5-gunn55f9	0	0.9999989	1.1299452e-06
q-5-k9xhphpl	1	0.00062952784	0.9993705
q-5-0a5hvja1	0	0.9999988	1.1348653e-06
q-5-x3b6j5d0	0	0.9999089	9.112603e-05
q-5-f3indt3b	0	0.9999988	1.1438731e-06
q-5-rwim0l02	0	0.9999988	1.186802e-06
q-5-z37athi5	0	0.9999988	1.1717176e-06
q-5-kczhig5k	0	0.9999988	1.1543915e-06
q-5-5148p1nx	0	0.9999989	1.1259006e-06
q-5-vroqn09t	0	0.9999987	1.2719587e-06
q-5-rtpkd23d	0	0.9999988	1.1567067e-06
q-5-fy65vg05	0	0.9999988	1.1508891e-06
q-5-ybbnq323	0	0.9999988	1.1362557e-06
q-5-xiynfpuw	0	0.9999988	1.1334787e-06
q-5-tv0hsq1a	0	0.99998045	1.9588793e-05
q-5-7hqn997j	0	0.9999988	1.170296e-06
q-5-a1xy2k6s	0	0.9999989	1.1266396e-06
q-5-01a8er2v	0	0.9999987	1.254467e-06
q-5-hiw576og	0	0.9999907	9.345053e-06
q-5-1k99yv4i	0	0.9999939	6.04863e-06
q-5-axijpn4y	0	0.9999989	1.1304097e-06
q-5-cyetlmgt	0	0.9999988	1.1853972e-06
q-5-s4gfbsqy	0	0.9999975	2.5352235e-06
q-5-8mx5kowl	0	0.9999988	1.1548781e-06
q-5-y80mighh	0	0.99999857	1.3980421e-06
q-5-fm6lf66a	0	0.9999988	1.1519927e-06
q-5-vgkiadky	0	0.9999982	1.7778708e-06
q-5-5yzsoey3	0	0.9999988	1.1348004e-06
q-5-4aps0kvp	0	0.9999988	1.1398971e-06
q-5-e8qubwha	0	0.9999988	1.1849293e-06
q-5-73oxkqt3	0	0.9999988	1.21367e-06
q-5-mr1orklo	0	0.9999988	1.1504743e-06
q-5-tzdgc3dw	0	0.9999988	1.1471154e-06
q-5-cycc3fvl	0	0.9999988	1.1465861e-06
q-5-k0kha22e	0	0.9999976	2.3701684e-06
q-5-7u11aj7g	0	0.9999988	1.1357466e-06
q-5-n0uwy77g	0	0.9999989	1.1314872e-06
q-5-dbwfn27p	0	0.9999988	1.1601038e-06
q-5-wi30tue8	0	0.9999862	1.3881969e-05
q-5-x95h80nq	0	0.9999988	1.184631e-06
q-5-xrb8zibf	0	0.9999988	1.2420865e-06
q-5-yp2cppc2_481157	1	0.13619986	0.86380017
q-5-nugginc9_1158157	0	0.9999968	3.170599e-06
q-5-0d77ojnb_1109743	0	0.99999595	4.0009327e-06
q-5-rc3ymu9d_935547	0	0.9999982	1.7933689e-06
q-5-h0oqnue8_1151613	0	0.99999845	1.5080498e-06
q-5-ydkigome_64099	1	1.576761e-05	0.99998426
q-5-kiq6xb6k_1157008	0	0.9999988	1.163166e-06
q-5-ydkigome_64073	0	0.9999988	1.1698675e-06
q-5-ojmhkt5o_491284	0	0.9999982	1.8363842e-06
q-5-oeavo4vb_186196	0	0.9999988	1.1452331e-06
q-5-u2n8so5w_1022604	0	0.9998419	0.00015805839
q-5-ac4aesoa_322143	0	0.9999987	1.2752212e-06
q-5-80dfqjql_1157304	0	0.9999949	5.163543e-06
q-5-80dfqjql_1157295	0	0.9999949	5.163543e-06
q-5-ojmhkt5o_491159	0	0.9999988	1.2021368e-06
q-5-1nu4p8oz_290264	0	0.9999988	1.1901751e-06
q-5-ol2exczc_1149178	0	0.9999672	3.2738277e-05
q-5-2h94re7l_249929	0	0.9999988	1.1718572e-06
q-5-i4phdjmf_203328	0	0.9999939	6.052207e-06
q-5-gk8rwyq4_139224	0	0.9999232	7.6821845e-05
q-5-os6f458c_192080	0	0.9815927	0.01840725
